EventID	nPhotons	Hits	DepositedEnergy
5605	1556863701	4	6.15345e-06
5606	1557202477	30	5.77258e-05
5607	1557517020	20	3.8622e-05
5608	1557886676	46	8.50995e-05
5609	1558251795	58	0.000100452
5610	1558849422	56	0.000105773
5611	1559021903	12	2.42474e-05
5612	1559353087	424	0.000795924
5613	1559856478	66	0.000130897
5614	1559881265	4	8.47692e-06
5615	1560164488	88	0.000169623
5616	1560181756	2	1.60887e-06
5617	1560500150	24	4.54806e-05
5618	1560583150	4	1.01792e-05
5619	1560607089	0	0
5620	1560919696	42	8.40022e-05
5621	1560941812	2	5.8743e-06
5622	1561293579	34	7.11293e-05
5623	1561317405	2	3.01797e-06
5624	1561545025	22	4.62806e-05
5625	1561974770	58	0.000121816
5626	1562379644	26	5.44273e-05
5627	1562908492	30	6.68797e-05
5628	1563176890	28	5.29671e-05
5629	1563558115	44	8.00952e-05
5630	1564027535	44	7.99785e-05
5631	1564467902	78	0.000145089
5632	1564666969	18	3.65901e-05
5633	1564891049	32	6.69574e-05
5634	1565183511	32	6.47486e-05
5635	1565407842	12	2.41164e-05
5636	1565914954	50	0.000113975
5637	1566082800	2	2.08338e-06
5638	1566128044	4	9.33782e-06
5639	1566332063	16	3.39433e-05
5640	1566605359	46	9.76357e-05
5641	1567027355	56	0.000102159
5642	1567238910	14	2.70646e-05
5643	1567575501	60	0.000104948
5644	1567715025	8	1.31087e-05
5645	1567860797	14	2.98881e-05
5646	1568253878	70	0.000122176
5647	1568331091	2	1.22141e-06
5648	1568627879	28	5.02085e-05
5649	1568652233	1002	0.000811017
5650	1568877028	22	4.6314e-05
5651	1569248154	46	8.00364e-05
5652	1569682054	48	0.000101691
5653	1569905121	36	6.86326e-05
5654	1570205308	40	7.42176e-05
5655	1570480787	34	6.37175e-05
5656	1570719159	18	3.96549e-05
5657	1570766569	6	1.28216e-05
5658	1570948224	18	3.88861e-05
5659	1571063991	12	3.00086e-05
5660	1571517979	54	9.09493e-05
5661	1571708360	16	2.60587e-05
5662	1572028362	40	7.00155e-05
5663	1572222402	36	8.64001e-05
5664	1572420232	24	5.00908e-05
5665	1572825749	38	7.68863e-05
5666	1573793024	90	0.000170866
5667	1574046992	26	4.73911e-05
5668	1574406075	44	8.38123e-05
5669	1574615195	24	5.71994e-05
5670	1574951361	52	8.52622e-05
5671	1574978782	2	4.00414e-06
5672	1575339731	44	8.83949e-05
5673	1575701122	26	4.98253e-05
5674	1575928890	32	6.23204e-05
5675	1575965384	0	0
5676	1576243294	28	4.67902e-05
5677	1576631795	50	8.84173e-05
5678	1576885075	28	5.47727e-05
5679	1577354590	50	8.68438e-05
5680	1577766362	62	0.000111387
5681	1577851363	6	6.96961e-06
5682	1578128359	30	6.36067e-05
5683	1578333600	10	1.96015e-05
5684	1578802773	126	0.000231996
5685	1578967551	14	2.92597e-05
5686	1579389198	44	8.68851e-05
5687	1579771783	78	0.00014577
5688	1580189028	40	7.82114e-05
5689	1580474982	26	3.94068e-05
5690	1580668739	12	2.93145e-05
5691	1581062788	56	9.96398e-05
5692	1581223804	14	2.49409e-05
5693	1581520496	28	5.13306e-05
5694	1581913355	42	9.26278e-05
5695	1582076736	12	2.91747e-05
5696	1582281267	36	6.31431e-05
5697	1582380930	14	2.80425e-05
5698	1582682520	46	8.99273e-05
5699	1582841642	24	4.38872e-05
5700	1583284062	54	9.43503e-05
5701	1583691022	54	0.000103541
5702	1583806410	12	2.00335e-05
5703	1584209288	30	6.33387e-05
5704	1584580433	48	9.31976e-05
5705	1584975743	534	0.00086586
5706	1585222986	26	4.63101e-05
5707	1585347845	16	4.01748e-05
5708	1585462406	12	2.38987e-05
5709	1585972537	48	9.21099e-05
5710	1586294218	14	2.43299e-05
