EventID	nPhotons	Hits	DepositedEnergy
5090	1405360492	1002	0.00163698
5091	1405604211	32	4.6536e-05
5092	1405948786	46	9.90495e-05
5093	1406404673	144	0.000245117
5094	1406765174	58	0.000107629
5095	1407146414	38	6.55762e-05
5096	1407226372	10	2.08938e-05
5097	1407622073	52	9.76017e-05
5098	1408023492	50	0.000105136
5099	1408466944	40	9.15215e-05
5100	1408877495	48	8.54977e-05
5101	1409081095	12	1.72845e-05
5102	1409211077	4	4.32007e-06
5103	1409483920	60	0.000133009
5104	1409742484	30	4.54562e-05
5105	1410139338	38	5.53952e-05
5106	1410163391	0	0
5107	1410578736	54	0.000122033
5108	1410804006	22	5.06264e-05
5109	1411275178	54	0.000109288
5110	1411285775	2	5.08107e-06
5111	1411815005	100	0.000206005
5112	1412179767	96	0.000192787
5113	1412568790	26	5.05398e-05
5114	1412978500	54	0.000101485
5115	1413289628	74	0.000148613
5116	1413562702	44	7.20149e-05
5117	1413720951	14	2.81011e-05
5118	1414075633	44	8.48077e-05
5119	1414312023	26	4.68463e-05
5120	1414329252	2	3.40354e-06
5121	1414575759	32	5.94458e-05
5122	1415003169	44	9.12266e-05
5123	1415480585	50	8.49597e-05
5124	1415616581	18	3.35407e-05
5125	1416026016	102	0.000173925
5126	1416616729	58	9.94567e-05
5127	1417031906	22	3.90664e-05
5128	1417296774	32	5.88872e-05
5129	1417799478	76	0.000140706
5130	1418085531	26	5.5342e-05
5131	1418555973	52	8.72557e-05
5132	1418831799	42	8.99238e-05
5133	1419315333	60	0.000105506
5134	1419760271	62	0.000120922
5135	1419927328	16	3.48766e-05
5136	1420111922	22	3.87148e-05
5137	1420358125	22	4.45929e-05
5138	1420401350	2	3.16062e-06
5139	1420595440	36	7.1049e-05
5140	1420992919	30	5.02617e-05
5141	1421144571	24	5.10124e-05
5142	1421184089	2	3.34993e-06
5143	1421570181	88	0.000174375
5144	1421805512	14	2.13964e-05
5145	1422326921	28	5.39334e-05
5146	1422603679	28	4.65577e-05
5147	1422665081	8	1.62813e-05
5148	1422892458	32	6.71434e-05
5149	1423267683	128	0.000272377
5150	1423444594	22	4.60852e-05
5151	1423886483	50	9.6812e-05
5152	1424326367	44	8.60901e-05
5153	1424732594	78	0.00014792
5154	1425066058	44	9.06507e-05
5155	1425284541	18	2.24732e-05
5156	1425380490	14	2.47659e-05
5157	1425516491	16	2.80448e-05
5158	1425781313	32	6.03161e-05
5159	1425987449	16	2.6444e-05
5160	1426635008	74	0.00013923
5161	1426663652	0	0
5162	1426757603	0	0
5163	1427155822	40	7.95329e-05
5164	1427420127	34	6.07466e-05
5165	1427507950	14	2.44741e-05
5166	1427709326	20	3.61512e-05
5167	1428256066	76	0.000121986
5168	1428549255	30	6.52163e-05
5169	1428984192	50	0.000101791
5170	1429148986	8	1.8345e-05
5171	1429502123	40	7.91732e-05
5172	1429771403	48	0.000110652
5173	1429845772	0	0
5174	1430257523	110	0.000208842
5175	1430681622	42	7.4717e-05
5176	1431182300	58	0.000107566
5177	1431738907	74	0.000153244
5178	1432154626	52	8.52404e-05
5179	1432404078	20	3.89122e-05
5180	1432573547	14	3.26219e-05
5181	1432751393	8	1.59333e-05
5182	1433087964	34	5.6838e-05
5183	1433264241	24	4.99753e-05
5184	1433581585	48	8.83633e-05
5185	1433818059	30	4.98585e-05
5186	1433999810	16	2.67386e-05
5187	1434117879	24	4.64159e-05
5188	1434544547	36	7.18596e-05
5189	1435049055	48	9.31116e-05
5190	1435237676	44	8.10266e-05
5191	1435603123	24	3.95154e-05
5192	1435993036	18	3.78029e-05
5193	1436343197	30	6.97825e-05
5194	1436752740	74	0.000132863
5195	1436895222	14	3.05069e-05
5196	1437176454	26	5.41857e-05
5197	1437841806	50	8.87939e-05
5198	1437916351	6	1.20182e-05
5199	1437933449	2	3.11558e-06
5200	1438203168	22	4.56434e-05
5201	1438500394	50	8.64476e-05
5202	1438920935	50	0.000103553
5203	1439337469	34	6.29007e-05
5204	1439768399	60	0.000124492
5205	1440004950	24	4.2771e-05
5206	1440394287	40	5.96203e-05
5207	1440810006	42	8.72565e-05
5208	1440976926	6	8.98094e-06
5209	1441404290	42	8.28029e-05
5210	1441554253	12	2.88234e-05
5211	1442013569	66	0.000137138
5212	1442262923	18	3.51421e-05
5213	1442307511	0	0
5214	1442507067	26	4.06075e-05
5215	1442562670	6	1.40499e-05
5216	1442821010	36	6.47317e-05
5217	1443181474	48	9.33315e-05
5218	1443316503	14	2.43657e-05
5219	1443606168	26	5.07303e-05
5220	1444076844	36	7.21229e-05
5221	1444375634	30	5.99461e-05
5222	1444563683	26	5.65233e-05
5223	1444953728	94	0.000165352
5224	1445412191	56	0.000108795
5225	1445866061	48	9.38052e-05
5226	1446025152	20	3.99395e-05
5227	1446219450	26	5.96395e-05
5228	1446233638	6	1.51351e-05
5229	1446432257	26	5.34416e-05
5230	1446785445	32	6.06667e-05
5231	1446855112	4	6.32816e-06
5232	1447061490	24	5.64606e-05
5233	1447132213	4	7.82848e-06
